# pxf.BigFloat oracle (protowire-rust#39): what protowire-go v1.6.0 writes for each
# literal on a pxf.BigFloat field, and the text it marshals back.
# Produced by an ad-hoc test in protowire-go (encoding/pxf) on 2026-09-08:
#   big.Float.SetPrec(256).Parse(lit, 10) -> setBigFloatFields; pxf.Marshal -> formatBigFloat.
# Columns: literal, mantissa hex (empty = unset), exponent, prec, negative, marshalled line.
# Error rows: literal, ERR, the decode error.
0		-256	256	false	f = 0
-0		-256	256	true	f = -0
1	8000000000000000000000000000000000000000000000000000000000000000	-255	256	false	f = 1
-1	8000000000000000000000000000000000000000000000000000000000000000	-255	256	true	f = -1
42	a800000000000000000000000000000000000000000000000000000000000000	-250	256	false	f = 42
2.718	adf3b645a1cac083126e978d4fdf3b645a1cac083126e978d4fdf3b645a1cac1	-254	256	false	f = 2.71800000000000000000000000000000000000000000000000000000000000000000000000002
3.14159265358979323846	c90fdaa22168c234c1a778ab7d47889a9bc335d17279280b3da0ee533c29d720	-254	256	false	f = 3.14159265358979323846000000000000000000000000000000000000000000000000000000002
6.02214076e+23	ff0c2e52be28b98c000000000000000000000000000000000000000000000000	-177	256	false	f = 602214076000000000000000
1e100	924d692ca61be758593c2626705f9c5672047108d3e555921845417478800000	77	256	false	f = 1e+100
-3.14159	c90fcf80dc33721d53cddd6e04c059210385c67dfe32a0663c74fb549f94855e	-254	256	true	f = -3.14159000000000000000000000000000000000000000000000000000000000000000000000001
0.1	cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccd	-259	256	false	f = 0.1
0.5	8000000000000000000000000000000000000000000000000000000000000000	-256	256	false	f = 0.5
1.5	c000000000000000000000000000000000000000000000000000000000000000	-255	256	false	f = 1.5
1e-100	dff9772470297ebd59787e2b93bc56f740626443927a9c5b921dcf1726a8ea73	-588	256	false	f = 9.99999999999999999999999999999999999999999999999999999999999999999999999999996e-101
123456789012345678901234567890	c77487fb61b9f077271f85690000000000000000000000000000000000000000	-159	256	false	f = 123456789012345678901234567890
1e-5	a7c5ac471b4784230fcf80dc33721d53cddd6e04c059210385c67dfe32a0663c	-272	256	false	f = 9.99999999999999999999999999999999999999999999999999999999999999999999999999994e-06
9.999999999999999999999999999999999999999999999999999999999999999999999999999999	a000000000000000000000000000000000000000000000000000000000000000	-252	256	false	f = 10
1.0	8000000000000000000000000000000000000000000000000000000000000000	-255	256	false	f = 1
100	c800000000000000000000000000000000000000000000000000000000000000	-249	256	false	f = 100
1e0	8000000000000000000000000000000000000000000000000000000000000000	-255	256	false	f = 1
1.e3	fa00000000000000000000000000000000000000000000000000000000000000	-246	256	false	f = 1000
1e+3	fa00000000000000000000000000000000000000000000000000000000000000	-246	256	false	f = 1000
2.5e-3	a3d70a3d70a3d70a3d70a3d70a3d70a3d70a3d70a3d70a3d70a3d70a3d70a3d7	-264	256	false	f = 0.0025
1e4000	d1ba8323fe558c610d5c82a286614f3ec25558230c550f78093088d8cc8f6623	13032	256	false	f = 1e+4000
1e-4000	9c3d73864f3805c024b99688d11e41bcf95dc6f12034f381699bc7e3ea459020	-13543	256	false	f = 9.99999999999999999999999999999999999999999999999999999999999999999999999999996e-4001
340282366920938463463374607431768211456	8000000000000000000000000000000000000000000000000000000000000000	-127	256	false	f = 340282366920938463463374607431768211456
0.000000000000000000000000000001	a2425ff75e14fc31a1258379a94d028d18df2ccd1fe00a03b6398471c1ff9710	-355	256	false	f = 1.00000000000000000000000000000000000000000000000000000000000000000000000000001e-30
1e700000000	ERR	1:5: big float literal 1e700000000 is above big.Float's range
1e-700000000	ERR	1:5: big float literal 1e-700000000 is below big.Float's range
1e-646456993	ERR	1:5: big float literal 1e-646456993 is below the wire's exponent range
1e-646456992	ERR	1:5: big float literal 1e-646456992 is below the wire's exponent range
